greV,greQ,greA,cgpa,univName
170.0,158.0,4.0,3.8,University Of Southern California
159.0,159.0,5.5,3.6,"University Of Maryland, College Park"
146.0,163.0,3.0,2.66,University Of Florida
154.0,150.0,4.5,3.8,University Of Arizona
146.80851063829786,155.3191489361702,4.0,3.6,University Of Pittsburgh
167.0,164.0,5.5,3.89,Stanford University
162.0,152.0,4.0,3.9,Ohio State University
155.0,158.0,4.0,3.1,University Of Oregon
158.0,155.0,4.0,3.94,Temple University
155.0,147.0,5.0,3.98,Temple University
165.0,165.0,5.5,3.94,Cornell University
157.0,146.0,4.5,3.83,University Of Maryland
162.0,161.0,4.5,3.26,Northwestern University
158.0,169.0,4.5,3.63,UC Davis
159.0,152.0,4.0,3.31,Indiana University Bloomington
150.0,154.0,5.5,3.8,Yale University
156.0,155.0,4.5,3.8,Arizona State University
170.0,161.0,4.0,3.38,American University
150.0,161.0,3.0,3.2,Syracuse University
142.0,158.0,0.0,3.8,University Of Pittsburgh
147.0,166.0,3.0,3.3,University Of Oregon
162.0,170.0,4.0,3.8,UIUC
154.0,167.0,4.5,3.9,Boston University
161.0,165.0,5.0,3.69,"University Of California, San Diego (UCSD)"
168.0,157.0,3.5,3.96,University Of Chicago
160.0,165.0,4.0,3.95,University Of Pittsburgh
154.0,156.0,4.0,3.52,University Of Maryland
145.0,166.0,5.0,3.8,Purdue University
153.0,163.0,3.0,3.8,Arizona State University
152.0,162.0,3.0,3.75,University Of Utah
152.0,162.0,3.0,3.75,University Of Utah
162.0,150.0,4.5,3.9,"University Of Maryland, College Park"
166.0,157.0,4.5,4.0,University Of Chicago
158.0,152.0,6.0,3.7,Georgetown University
151.0,159.0,5.0,3.66,George Mason University
163.0,169.0,4.0,3.82,University Of Texas At Austin
170.0,169.0,6.0,3.43,Duke University
144.0,162.0,3.0,3.98,George Mason University
150.0,170.0,4.0,4.0,"University Of California, San Diego (UCSD)"
164.0,148.0,4.5,2.9,University Of Chicago
155.0,168.0,3.5,3.77,University Of Virginia
155.0,154.0,4.5,3.75,Boston University
151.0,163.0,3.5,4.0,University Of Pennsylvania
155.0,170.0,3.5,3.79,Purdue University
130.0,170.2127659574468,3.0,3.98,Columbia University
156.0,160.0,4.5,3.9,Stanford University
147.0,170.0,2.5,4.0,Colorado State University
168.0,164.0,5.0,3.98,Stanford University
167.0,167.0,4.0,3.72,UCSD
162.0,170.0,4.0,3.98,University Of Arizona
152.0,164.0,0.0,3.94,University Of Utah
166.0,151.0,4.5,3.44,University Of Oregon
160.0,168.0,4.0,4.0,Carnegie Mellon University
161.0,168.0,5.0,3.99,The Ohio State University
147.0,157.0,5.0,3.99,Carnegie Mellon University
161.0,164.0,4.0,3.97,University Of Michigan
160.0,170.0,3.5,3.41,"University Of Michigan, Ann Arbor"
163.0,153.0,5.5,3.85,Temple University
159.0,170.0,4.0,3.9,University Of Michigan
159.0,153.0,4.5,2.85,University Of Michigan
159.0,162.0,4.5,3.3,North Carolina State University
160.0,167.0,4.5,3.71,University Of Toronto
155.0,155.0,4.0,3.4,University Of Michigan
154.0,163.0,3.0,3.86,Boston University
166.0,169.0,4.0,3.6,Stanford University
166.0,156.0,4.5,3.82,University Of Arizona
141.0,168.0,3.0,3.8,George Mason University
160.0,170.0,6.0,3.88,University Of Michigan
163.0,166.0,5.5,3.74,University Of Michigan
170.0,165.0,4.5,3.99,Princeton University
166.0,168.0,4.0,3.46,"University Of California, Irvine"
170.2127659574468,155.3191489361702,3.0,3.0,University Of Michigan
170.0,163.0,5.0,3.96,University Of Oregon
154.0,154.0,4.0,3.83,University Of Michigan
157.4468085106383,159.5744680851064,5.0,3.82,New York University (NYU)
169.0,153.0,5.0,3.57,UCLA
167.0,153.0,3.5,3.9,University Of Michigan
167.0,153.0,3.5,3.99,University Of Cincinnati
163.0,170.0,4.5,3.85,UC Irvine
154.0,167.0,4.0,3.75,University Of Minnesota
153.0,155.0,4.5,4.0,University Of Michigan
149.0,164.0,3.5,3.82,UC Irvine
165.0,156.0,5.5,3.7,University Of Michigan
157.0,169.0,4.0,4.0,University Of Michigan
157.0,169.0,4.0,3.93,Johns Hopkins University
164.0,147.0,5.5,3.85,University Of Washington
161.0,163.0,3.0,3.5,"University Of Washington, Seattle"
170.2127659574468,148.93617021276594,4.0,3.95,Duke University
164.0,153.0,4.0,3.84,University Of Oregon
166.0,169.0,5.5,3.72,Duke University
163.0,162.0,5.0,3.3,Georgetown University
167.0,166.0,5.5,3.8,University Of Chicago
161.0,163.0,4.5,3.75,University Of Pittsburgh
167.0,166.0,5.5,3.8,Indiana University Bloomington
167.0,166.0,5.5,3.8,Ohio State University
160.0,167.0,4.5,3.78,New York University (NYU)
161.0,168.0,5.0,4.0,University Of Pittsburgh
164.0,149.0,5.0,3.69,University Of Michigan
150.0,143.0,4.0,3.46,George Washington University
163.0,170.0,5.0,3.59,George Mason University
159.0,155.0,4.0,3.69,The Ohio State University
163.0,157.0,4.0,3.91,University Of Georgia
161.0,160.0,4.0,3.97,University Of Central Florida
159.0,159.0,4.0,3.7,Carnegie Mellon University (CMU)
153.0,166.0,3.5,3.6,Purdue University
161.0,169.0,5.0,7.75,Yale University
170.0,170.0,5.5,3.8,Stanford University
156.0,170.0,4.0,3.4,UIUC
160.0,165.0,4.5,3.97,"University Of California, Berkeley"
162.0,164.0,3.5,3.39,Carnegie Mellon University
162.0,160.0,4.0,3.1,University Of South Carolina
158.0,149.0,4.0,3.1,New York University (NYU)
151.0,165.0,4.5,3.5,Johns Hopkins University
160.0,159.0,4.5,3.6,University Of Michigan
157.0,167.0,4.0,3.87,Boston University
166.0,144.0,4.5,3.71,Texas A&M University
144.0,166.0,3.0,3.4,Oregon State University
170.0,170.0,4.5,3.68,Georgia State University
165.0,158.0,5.5,3.93,University Of Maryland
157.0,156.0,3.0,3.92,Ohio State University
156.0,150.0,5.0,3.65,University Of Michigan
156.0,150.0,5.0,3.65,University Of Chicago
170.0,160.0,4.5,3.7,University Of Rochester
160.0,154.0,4.5,3.5,University Of Maryland College Park
152.0,170.0,3.0,3.85,University Of Southern California
159.0,163.0,3.0,3.6,The University Of Chicago
159.0,168.0,3.5,3.95,UCSD
163.0,158.0,4.5,3.76,Boston University
165.0,167.0,3.5,3.78,Carnegie Mellon University
162.0,162.0,0.0,3.62,"University Of California, Berkeley"
161.0,163.0,3.0,3.3,UCLA
162.0,162.0,0.0,3.62,Stanford University
149.0,162.0,3.5,3.62,Wayne State University
168.0,167.0,5.0,3.94,University Of Maryland
160.0,150.0,4.5,3.9,"University Of Michigan, Ann Arbor"
164.0,158.0,5.5,3.2,UC Berkeley
155.0,150.0,5.0,3.7,University Of Florida
162.0,153.0,4.5,3.57,University Of Chicago
130.0,130.0,5.0,4.0,University Of Oregon
168.0,165.0,4.0,3.4,University Of Chicago
168.0,164.0,5.5,4.0,Northwestern University
162.0,170.0,4.0,3.95,Columbia University
151.0,164.0,4.5,3.81,"University Of California, Berkeley"
160.0,152.0,4.5,3.83,The Ohio State University
168.0,168.0,5.0,3.67,Colorado State University
160.0,170.0,3.5,3.73,University Of Texas At Austin
163.0,170.0,3.5,3.6,Indiana University Bloomington
154.0,170.0,3.0,3.9,Rice University
160.0,156.0,5.0,3.6,Georgetown University
166.0,161.0,4.5,3.98,Boston University
154.0,148.0,4.0,3.92,Boston University
152.0,159.0,4.0,3.92,Boston University
152.0,149.0,4.5,3.5,University Of Southern California (USC)
166.0,161.0,4.5,3.98,Boston University
159.0,150.0,5.0,3.93,Indiana University Bloomington
157.0,170.0,5.0,3.91,University Of Arizona
153.0,167.0,3.5,4.0,The University Of Chicago
162.0,163.0,4.5,3.3,UCLA
158.0,151.0,4.0,3.88,Boston University
162.0,145.0,5.0,3.8,Colorado State University
158.0,158.0,4.5,3.34,USC
165.0,155.0,4.5,3.91,University Of Arizona
157.0,161.0,4.0,3.44,University Of Chicago
168.0,165.0,4.0,3.4,University Of Chicago
158.0,152.0,6.0,3.7,University Of Georgia
153.0,167.0,3.5,3.48,Carnegie Mellon University (CMU)
153.0,169.0,3.0,3.83,University Of Delaware
161.0,158.0,4.5,3.7,UCLA
160.0,154.0,5.0,3.6,Syracuse University
159.0,151.0,4.5,3.74,Boston University
163.0,145.0,5.5,3.75,New York University (NYU)
146.0,163.0,3.0,3.87,UC Irvine
161.0,155.0,5.5,3.61,University Of Michigan
163.0,161.0,4.5,4.0,University Of Virginia
152.0,156.0,4.0,3.4,Northeastern University
169.0,164.0,5.5,3.98,Syracuse University
169.0,164.0,5.5,3.98,Syracuse University
154.0,148.0,4.0,3.92,Boston University
163.0,157.0,5.5,3.58,Florida State University
153.0,159.0,5.0,3.02,Yale University
165.0,158.0,5.5,3.77,University Of Michigan
167.0,170.0,6.0,3.78,University Of Washington
170.0,170.0,5.5,3.8,University Of Pennsylvania (UPenn)
151.0,168.0,3.0,3.96,Duke University
157.0,160.0,4.0,3.53,University Of Pittsburgh
154.0,170.0,4.5,3.9,UC Berkeley
166.0,169.0,5.5,3.72,Columbia University
160.0,162.0,3.5,3.5,UT Austin
166.0,169.0,5.5,3.72,UCSD
155.0,160.0,3.0,3.4,University Of Florida
157.0,148.0,4.5,3.47,University Of Southern California (USC)
156.0,156.0,4.5,3.87,University Of South Carolina
156.0,158.0,4.0,3.1,Colorado State University
155.0,164.0,5.0,3.96,Northeastern University
160.0,153.0,5.0,3.9,Temple University
152.0,166.0,3.0,3.78,University Of Delaware
165.0,167.0,5.5,3.88,Rice University
168.0,165.0,6.0,3.95,Yale University
157.0,170.0,3.5,3.6,Rice University
158.0,160.0,4.0,3.9,"University Of California, San Diego (UCSD)"
153.0,163.0,3.5,3.82,UCSD
161.0,158.0,4.5,3.67,University Of Maryland College Park
166.0,160.0,5.0,3.4,University Of Wisconsin-Madison
156.0,170.0,0.3,3.71,University Of Southern California
152.0,162.0,3.5,3.81,UIUC
153.0,170.0,4.0,3.89,UCLA
152.0,167.0,3.0,3.5,McGill University
159.0,168.0,4.0,3.9,Northwestern University
165.0,158.0,4.5,3.72,Ohio State University
157.0,170.0,0.0,3.76,Iowa State University
153.0,163.0,3.0,3.5,University Of South Florida
160.0,162.0,4.5,3.16,Georgetown University
167.0,156.0,3.5,3.85,Georgetown University
160.0,162.0,4.5,3.16,George Washington University
166.0,151.0,4.5,3.44,University Of Utah
154.0,154.0,5.0,4.0,University Of Arizona
167.0,164.0,6.0,3.8,Boston University
170.2127659574468,130.0,4.0,3.5,University Of Utah
162.0,170.0,4.5,3.33,University Of Texas At Austin
148.0,168.0,3.0,3.44,Rice University
160.0,160.0,4.0,3.73,Cornell University
153.0,164.0,0.0,3.59,University Of Pittsburgh
130.0,170.2127659574468,3.0,3.4,North Carolina State University (NCSU)
157.0,169.0,3.5,3.93,Rice University
159.0,167.0,4.0,3.91,Stanford University
164.0,153.0,5.0,3.98,University Of Michigan
159.0,167.0,4.0,3.91,Stanford University
157.0,154.0,5.0,3.62,Wayne State University
165.0,170.0,4.5,3.99,Duke University
152.0,161.0,3.5,7.41,University Of Arizona
165.0,165.0,4.5,3.8,Johns Hopkins University
157.0,165.0,4.0,3.33,North Carolina State University
152.0,163.0,3.5,3.0,Rutgers University
167.0,166.0,4.0,3.9,Rutgers University
164.0,153.0,5.0,3.98,University Of Washington
170.0,169.0,6.0,3.9,UCLA
169.0,163.0,5.5,4.0,Boston University
152.0,163.0,2.5,3.92,Clemson University
140.4255319148936,170.2127659574468,3.5,3.8,University Of Pittsburgh
157.0,170.0,4.0,3.7,USC
153.0,159.0,5.5,3.6,Brown University
161.0,153.0,4.5,3.82,Purdue University
135.0,164.0,2.0,3.3,UCLA
165.0,164.0,5.0,3.38,University Of Texas At Austin
164.0,158.0,5.5,3.2,University Of Washington
161.0,153.0,4.0,3.91,Purdue University
163.0,158.0,4.0,3.55,Georgetown University
167.0,158.0,5.0,3.75,University Of Iowa
167.0,158.0,5.0,3.75,University Of Wisconsin-Madison
158.0,167.0,5.0,3.75,University Of Wisconsin-Madison
152.0,163.0,3.0,3.23,University Of Utah
164.0,165.0,5.0,3.7,University Of Connecticut
131.91489361702128,157.4468085106383,4.0,3.7,UT Austin
164.0,170.0,4.0,3.2,Brown University
159.0,150.0,5.0,3.93,Purdue University
163.0,162.0,5.0,3.3,Rice University
156.0,167.0,3.5,3.3,USC
170.0,170.0,5.5,3.8,Princeton University
150.0,153.0,4.0,3.73,University Of Wisconsin - Madison
170.0,170.0,5.0,3.5,UCLA
164.0,154.0,4.0,3.8,Temple University
160.0,166.0,4.5,3.2,George Mason University
158.0,170.0,4.0,3.2,Florida State University
162.0,161.0,4.0,3.9,University Of Wisconsin - Madison
160.0,154.0,5.0,3.6,Temple University
162.0,161.0,4.0,3.9,Columbia University
155.0,165.0,3.5,3.7,North Carolina State University
167.0,147.0,0.0,3.9,George Washington University
161.0,164.0,4.0,3.44,George Mason University
155.0,162.0,3.5,3.7,George Washington University
163.0,167.0,4.5,3.96,North Carolina State University
166.0,169.0,5.5,3.72,Washington University in St. Louis (WashU/WUSTL)
154.0,164.0,4.0,4.0,University Of South Florida
170.0,162.0,4.5,3.56,Georgia State University
169.0,164.0,4.5,3.91,University Of Washington
156.0,167.0,4.0,4.0,Stanford University
165.0,170.0,3.0,3.4,University Of Delaware
158.0,167.0,4.5,3.9,Emory University
130.0,168.08510638297872,4.5,3.4,UNC Chapel Hill
130.0,168.08510638297872,4.5,3.4,University Of Washington
160.0,154.0,4.5,3.85,University Of Chicago
152.0,164.0,3.0,3.7,Northeastern University
152.0,168.0,3.5,4.0,University Of Southern California
162.0,150.0,3.0,4.43,University Of Arizona
155.0,170.0,3.5,3.95,University Of Pennsylvania
162.0,166.0,5.5,3.52,UT Austin
156.0,165.0,3.0,3.77,UT Austin
151.0,165.0,4.5,3.5,UC Davis
151.0,165.0,4.5,3.5,Iowa State University
163.0,168.0,4.5,3.45,"University Of California, Irvine"
166.0,151.0,4.5,3.44,University Of Utah
160.0,165.0,4.5,3.97,Stanford University
148.0,165.0,3.0,3.4,Boston University
165.0,156.0,5.0,3.68,University Of Chicago
152.0,168.0,3.0,3.64,University Of Michigan
157.0,162.0,4.5,3.12,Indiana University Bloomington
157.0,163.0,4.0,3.94,George Mason University
167.0,154.0,5.0,4.0,University Of Toronto
166.0,165.0,5.0,3.72,Georgia State University
168.0,170.0,5.0,3.85,Harvard University
152.0,152.0,3.5,3.95,University Of Arizona
170.0,151.0,3.5,3.7,UT Austin
157.0,170.0,4.0,3.83,Stanford University
155.0,170.0,3.0,3.54,University Of Michigan
162.0,168.0,4.5,4.0,UCLA
152.0,170.0,3.0,3.84,Northwestern University
163.0,170.0,3.5,3.7,UCLA
159.0,166.0,0.0,3.76,Rice University
158.0,166.0,4.0,3.92,Indiana University Bloomington
159.0,164.0,5.0,3.85,University Of Chicago
159.0,164.0,5.0,3.85,The University Of Chicago
164.0,168.0,3.0,3.8,UCLA
170.0,156.0,3.0,3.87,Purdue University
141.0,169.0,3.0,3.67,"University Of California, Los Angeles (UCLA)"
156.0,170.0,3.5,3.8,University Of Southern California
159.0,170.0,3.5,3.5,Rutgers University
162.0,152.0,4.5,3.96,Oregon State University
149.0,165.0,3.0,3.55,University Of Arizona
160.0,162.0,5.0,3.98,Texas A&M University
150.0,157.0,4.0,3.11,Brown University
130.0,170.2127659574468,5.0,3.7,UCLA
154.0,162.0,5.0,3.8,Yale University
150.0,145.0,2.0,3.76,University Of Michigan
160.0,169.0,3.5,3.93,University Of Pennsylvania
163.0,167.0,0.0,3.89,UCLA
160.0,159.0,5.0,3.57,UIUC
150.0,145.0,4.0,3.36,George Washington University
166.0,160.0,5.0,3.3,New York University
130.0,159.5744680851064,5.0,3.2,University Of Oregon
164.0,162.0,5.5,3.8,University Of Washington
168.0,168.0,6.0,3.8,University Of Chicago
162.0,157.0,5.0,3.77,University Of Arizona
160.0,160.0,5.0,3.81,The Ohio State University
148.0,164.0,3.0,3.1,"University Of Colorado, Boulder"
145.0,168.0,4.5,3.5,Arizona State University
157.4468085106383,159.5744680851064,5.0,3.82,Brown University
168.0,161.0,6.0,3.98,Georgia State University
170.0,170.0,6.0,3.9,Carnegie Mellon University
161.0,163.0,4.5,3.96,Washington University in St. Louis (WashU/WUSTL)
140.4255319148936,170.2127659574468,6.0,3.72,UCLA
161.0,163.0,4.5,3.96,University Of Kentucky
161.0,163.0,4.5,3.96,Arizona State University
157.0,155.0,4.5,3.5,University Of Central Florida
170.0,168.0,6.0,3.91,UNC Chapel Hill
162.0,159.0,5.0,3.68,University Of Wisconsin - Madison
153.0,160.0,5.5,3.9,Boston University
163.0,170.0,3.5,3.87,UNC Chapel Hill
138.29787234042553,170.2127659574468,3.5,3.9,UIUC
157.0,170.0,4.0,3.83,University Of Michigan
166.0,165.0,4.5,3.78,University Of Michigan
162.0,166.0,4.5,3.7,University Of Pennsylvania
159.0,161.0,4.0,4.0,American University
162.0,150.0,5.5,3.74,University Of Pittsburgh
146.0,166.0,2.5,3.7,Penn State University
162.0,155.0,5.5,3.79,University Of South Carolina
147.0,170.0,3.5,3.82,Purdue University
149.0,155.0,4.0,3.84,UCLA
170.0,170.0,5.0,3.4,"University Of Michigan, Ann Arbor"
170.0,170.0,5.0,3.4,University Of Pennsylvania
162.0,158.0,5.0,3.87,University Of Southern California
152.0,168.0,3.0,3.64,UIUC
146.0,160.0,3.0,3.94,Clemson University
158.0,170.0,4.5,3.69,Stanford University
149.0,168.0,3.5,3.67,North Carolina State University (NCSU)
155.0,170.0,4.0,3.9,University Of Southern California
156.0,156.0,4.0,3.9,UCLA
145.0,162.0,3.0,3.36,University Of Georgia
150.0,162.0,4.5,3.9,George Washington University
154.0,169.0,4.0,3.83,University Of Texas At Austin
152.0,162.0,4.0,3.52,University Of Southern California
161.0,158.0,4.5,3.35,University Of Connecticut
165.0,170.0,3.5,3.8,UCLA
155.0,154.0,4.5,3.9,University Of Texas At Dallas
148.93617021276594,170.2127659574468,5.0,3.96,Yale University
164.0,170.0,4.0,4.0,Stanford University
170.0,154.0,3.5,3.8,UCSD
160.0,152.0,5.0,3.5,University Of Arizona
159.0,167.0,5.0,3.4,Johns Hopkins University
159.0,167.0,5.0,3.6,Harvard University
157.0,169.0,3.5,3.93,Carnegie Mellon University (CMU)
168.0,168.0,5.0,3.83,UC Irvine
158.0,158.0,4.5,3.9,Northwestern University
158.0,154.0,4.0,3.83,University Of South Florida
161.0,168.0,4.5,4.0,Stanford University
165.0,159.0,4.0,3.2,Washington University in St. Louis (WashU/WUSTL)
159.0,161.0,4.5,3.27,UCLA
159.0,161.0,4.5,3.27,UCLA
157.0,156.0,3.5,3.8,University Of Pennsylvania
160.0,169.0,3.5,3.93,UIUC
166.0,167.0,4.0,3.8,UCLA
170.0,161.0,4.5,3.5,American University
170.0,154.0,5.5,3.75,Duke University
165.0,170.0,4.0,3.7,Columbia University
167.0,147.0,0.0,3.9,Syracuse University
165.0,163.0,4.0,3.8,University Of Florida
161.0,170.0,3.5,4.0,Stanford University
152.0,164.0,4.0,3.62,Penn State University
166.0,167.0,6.0,3.9,University Of Southern California
154.0,168.0,5.0,3.97,University Of South Carolina
156.0,157.0,4.0,3.67,Columbia University
170.0,169.0,6.0,3.9,USC
165.0,159.0,4.5,3.87,Boston University
170.0,170.0,5.0,3.5,Northwestern University
163.0,148.0,4.0,3.86,New York University
156.0,157.0,5.5,3.3,Indiana University Bloomington
167.0,161.0,4.5,3.89,University Of Oregon
170.0,168.0,6.0,3.92,Johns Hopkins University
155.0,167.0,4.5,3.8,UT Austin
155.0,167.0,4.5,3.8,Purdue University
160.0,158.0,0.0,3.79,Arizona State University
156.0,170.0,4.5,3.8,Stanford University
155.0,160.0,5.0,3.57,George Washington University
164.0,168.0,4.0,3.9,Stanford University
164.0,154.0,4.5,3.72,Florida State University
167.0,163.0,4.0,3.99,Stanford University
161.0,170.0,3.5,4.0,University Of Texas At Austin
159.0,156.0,3.0,3.71,George Washington University
163.0,170.0,5.0,3.4,Indiana University Bloomington
169.0,156.0,5.0,3.9,Duke University
166.0,162.0,6.0,3.89,Harvard University
162.0,162.0,3.5,3.85,University Of Delaware
170.0,162.0,5.5,3.84,New York University
164.0,166.0,5.0,3.8,Princeton University
144.0,170.0,2.5,3.54,University Of Colorado Boulder
165.0,154.0,5.5,3.8,University Of Southern California
162.0,165.0,5.0,4.0,UCLA
169.0,159.0,6.0,3.69,University Of Oregon
155.0,162.0,3.5,3.8,"University Of Washington, Seattle"
164.0,162.0,4.5,3.31,University Of Washington
162.0,159.0,4.5,3.72,Columbia University
161.0,165.0,4.5,3.6,UC Berkeley
170.0,165.0,5.5,3.97,Yale University
163.0,166.0,5.0,3.6,Harvard University
130.0,153.1914893617021,4.5,3.82,UT Austin
161.0,160.0,4.0,3.5,University Of Michigan
161.0,161.0,4.0,3.8,University Of Texas At Dallas
167.0,154.0,5.0,3.9,Temple University
161.0,161.0,4.0,3.8,University Of Arizona
155.0,163.0,3.5,3.4,"University Of California, San Diego"
160.0,154.0,4.0,3.1,Rutgers University
166.0,150.0,4.5,4.0,The Ohio State University
169.0,164.0,6.0,3.68,Cornell University
170.0,169.0,6.0,4.0,UNC Chapel Hill
150.0,165.0,3.5,3.94,UC Davis
163.0,168.0,4.0,4.0,Purdue University
165.0,166.0,5.0,4.0,Columbia University
150.0,149.0,4.5,3.2,University Of Maryland
161.0,169.0,4.0,3.6,UC Davis
160.0,160.0,0.0,3.73,Northwestern University
165.0,159.0,4.0,3.2,University Of Washington
130.0,136.17021276595744,5.0,3.97,UT Austin
